"Author, Year",Outcome Name,Outcome Measure(s),Outcome Arms Compared,Treatment Definition,Outcome,Value,Effect Size,95% CI,p-value,"[Effect size (95% CI), p-value]"
"Coffey, 2006",Depression,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Depression,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2006",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Depression,BDI-II,A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Coffey, 2016",Depression,BDI-II,A vs B,NA,End of Treatment,"NR (NR), p>0.05",NR ,NR,p>0.05,"NR (NR), p>0.05"
"Coffey, 2016",Depression,BDI-II,A vs B vs C (omnibus),NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Coffey, 2016",Depression,BDI-II,A vs B vs C (omnibus),NA,End of Treatment,"Treatment x Time interaction: NR (NR), p=0.08",Treatment x Time interaction: NR ,NR,p=0.08,"Treatment x Time interaction: NR (NR), p=0.08"
"Coffey, 2016",Depression,BDI-II,A vs C,Cohen's d,<6 Months After Treatment,"Cohen's d 0.18 (NR), NR",0.18,NR,"0.18 (NR), NR"," 0.18 (NR), NR"
"Coffey, 2016",Depression,BDI-II,A vs C,Cohen's d,End of Treatment,"Cohen's d 0.22 (NR), p>0.05",0.22,NR,p>0.05," 0.22 (NR), p>0.05"
"Coffey, 2016",Depression,BDI-II,B vs C,Cohen's d,<6 Months After Treatment,"Cohen's d 0.48 (NR), NR",0.48,NR,"0.48 (NR), NR"," 0.48 (NR), NR"
"Coffey, 2016",Depression,BDI-II,B vs C,Cohen's d,End of Treatment,"Cohen's d 0.26 (NR), p>0.05",0.26,NR,p>0.05," 0.26 (NR), p>0.05"
"Coffey, 2016",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Coffey, 2016",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Anxiety,HAM-A,A + B vs C,NA,End of Treatment,NR,NR,NR,NR,NR
"Cohen, 2004",Anxiety,HAM-A,A vs B vs C (omnibus),NA,End of Treatment,NR,NR,NR,NR,NR
"Cohen, 2004",Depression,HAM-D,A + B vs C,NA,End of Treatment,NR,NR,NR,NR,NR
"Cohen, 2004",Depression,HAM-D,A vs B vs C (omnibus),NA,End of Treatment,NR,NR,NR,NR,NR
"Cohen, 2004",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cohen, 2004",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Functioning,SF-36 - MCS,ITT: A vs B,NA,6 to <12 Months After Treatment,"Treatment x Time interaction: NR (NR), p=NS",Treatment x Time interaction: NR ,NR,p=NS,"Treatment x Time interaction: NR (NR), p=NS"
"Cook, 2010",Functioning,SF-36 - MCS,ITT: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Cook, 2010",Functioning,SF-36 - MCS,ITT: A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Cook, 2010",Functioning,SF-36 - PCS,ITT: A vs B,NA,6 to <12 Months After Treatment,"Treatment x Time interaction: NR (NR), p=NS",Treatment x Time interaction: NR ,NR,p=NS,"Treatment x Time interaction: NR (NR), p=NS"
"Cook, 2010",Functioning,SF-36 - PCS,ITT: A vs B,NA,<6 Months After Treatment,NR,NR,NR,NR,NR
"Cook, 2010",Functioning,SF-36 - PCS,ITT: A vs B,NA,End of Treatment,NR,NR,NR,NR,NR
"Cook, 2010",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cook, 2010",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Anxiety,HAM-A,Completer: A vs B,NA,End of Treatment,"NR (NR), p=0.17",NR ,NR,p=0.17,"NR (NR), p=0.17"
"Cottraux, 2008",Anxiety,HAM-A,ITT: A vs B,NA,End of Treatment,"NR (NR), p=0.028",NR ,NR,p=0.028,"NR (NR), p=0.028"
"Cottraux, 2008",Depression,BDI 13-item (French version),Completer: A vs B,NA,End of Treatment,"NR (NR), p=0.70",NR ,NR,p=0.70,"NR (NR), p=0.70"
"Cottraux, 2008",Depression,BDI 13-item (French version),ITT: A vs B,NA,End of Treatment,"NR (NR), p>0.05",NR ,NR,p>0.05,"NR (NR), p>0.05"
"Cottraux, 2008",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Quality of Life,Mark's Quality of Life,Completer: A vs B,NA,End of Treatment,"NR (NR), p=0.57",NR ,NR,p=0.57,"NR (NR), p=0.57"
"Cottraux, 2008",Quality of Life,Mark's Quality of Life,ITT: A vs B,NA,End of Treatment,"NR (NR), p>0.05",NR ,NR,p>0.05,"NR (NR), p>0.05"
"Cottraux, 2008",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Cottraux, 2008",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Devilly, 1998",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Depression,BDI,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Depression,BDI,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Depression,BDI,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Difede, 2007b",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Depression,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Depression,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Depression,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Depression,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Functioning,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Functioning,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Functioning,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Functioning,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dorrepaal, 2012",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anxiety,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anxiety,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anxiety,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Anxiety,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Depression,BDI,Completer: A vs B,Adjusted mean difference ,End of Treatment,"Adjusted mean difference 13.2 (7.2 to 19.3), p<0.001",13.2,7.2 to 19.3,p<0.001,"13.2 (7.2 to 19.3), p<0.001"
"Duffy, 2007",Depression,BDI,ITT: A vs B,Adjusted mean difference ,End of Treatment,"Adjusted mean difference 10.1 (4.8 to 15.3), p<0.001",10.1,4.8 to 15.3,p<0.001,"10.1 (4.8 to 15.3), p<0.001"
"Duffy, 2007",Functioning,SDS,Completer: A vs B,Adjusted mean difference ,End of Treatment,"Adjusted mean difference 2.4 (1.0 to 3.8), p<0.001",2.4,1.0 to 3.8,p<0.001,"2.4 (1.0 to 3.8), p<0.001"
"Duffy, 2007",Functioning,SDS,ITT: A vs B,Adjusted mean difference ,End of Treatment,"Adjusted mean difference 1.3 (0.3 to 2.5), p=0.045",1.3,0.3 to 2.5,p=0.045,"1.3 (0.3 to 2.5), p=0.045"
"Duffy, 2007",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Substance Use,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Substance Use,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Substance Use,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Duffy, 2007",Substance Use,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anxiety,DASS - Anxiety,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anxiety,DASS - Anxiety,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Anxiety,DASS - Anxiety,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p<0.05",Treatment x Time interaction: NR ,NR,p<0.05,"Treatment x Time interaction: NR (NR), p<0.05"
"Dunne, 2012",Anxiety,DASS - Anxiety,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Depression,DASS - Depression,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Depression,DASS - Depression,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Depression,DASS - Depression,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p<0.01",Treatment x Time interaction: NR ,NR,p<0.01,"Treatment x Time interaction: NR (NR), p<0.01"
"Dunne, 2012",Depression,DASS - Depression,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Functioning,SF-36 - MCS,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p<0.05",Treatment x Time interaction: NR ,NR,p<0.05,"Treatment x Time interaction: NR (NR), p<0.05"
"Dunne, 2012",Functioning,SF-36 - PCS,A vs B,NA,End of Treatment,"Treatment x Time interaction: NR (NR), p<0.01",Treatment x Time interaction: NR ,NR,p<0.01,"Treatment x Time interaction: NR (NR), p<0.01"
"Dunne, 2012",Quality of Life,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Quality of Life,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Quality of Life,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Quality of Life,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Sleep,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Sleep,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Sleep,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Sleep,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Substance Use,Diagnosis of AUD by SCID,A vs B,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Substance Use,Diagnosis of AUD by SCID,A vs B,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Substance Use,Diagnosis of AUD by SCID,A vs B,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Dunne, 2012",Substance Use,Diagnosis of AUD by SCID,A vs B,Partial eta-squared,End of Treatment,"Partial eta-squared 0.26 (NR), p=0.47",0.26,NR,p=0.47," 0.26 (NR), p=0.47"
"Echeburua, 1996",Anger,NA,NA,NA,6 to <12 Months After Treatment,NA,NA,NA,NA,NA
"Echeburua, 1996",Anger,NA,NA,NA,<6 Months After Treatment,NA,NA,NA,NA,NA
"Echeburua, 1996",Anger,NA,NA,NA,End of Treatment,NA,NA,NA,NA,NA
"Echeburua, 1996",Anger,NA,NA,NA,³12 Months After Treatment,NA,NA,NA,NA,NA
"Echeburua, 1996",Anxiety,STAI,A vs B,NA,6 to <12 Months After Treatment,"NR (NR), p>0.10",NR ,NR,p>0.10,"NR (NR), p>0.10"
"Echeburua, 1996",Anxiety,STAI,A vs B,NA,<6 Months After Treatment,"NR (NR), p>0.10",NR ,NR,p>0.10,"NR (NR), p>0.10"
"Echeburua, 1996",Anxiety,STAI,A vs B,NA,End of Treatment,"NR (NR), p>0.10",NR ,NR,p>0.10,"NR (NR), p>0.10"
